,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
1407,1407,lakeeran,movie,"upset over his role in the accidental death of a sikh, a young punjabi man living abroad returns to india and falls for a widow whose husband died in similar circumstances.",2016,drama,in,6,yuvika-chaudhary|shivendra-mahal|b.n.-sharma|malkeet-rauni|nirmal-rishi|sukhbir-razia,
1408,1408,black,movie,"a boy. who has no identity. one day, he want to change but this is almost over.",2015,action,,4,,
1409,1409,two degrees of murder,movie,"an afrikaans film. two women, two murders. one homicide reflects the ultimate act of self-centredness, the other the greatest selfless act of them all.",2016,drama,za,7,marius-weyers|sandra-prinsloo|shaleen-surtie-richards|hilda-cronje|roelof-storm|kim-cloete|keenan-arrison|laudo-liebenberg,gerrit-schoonhoven
1410,1410,project marathwada,movie,"an indebted old farmer tukaram wants to get justice for his son who commits suicide. but when tukaram's pleas fall on deaf ears, he is forced to take a drastic step to ensure that his voice is heard, loud and clear, by the nation.",2016,drama,in,7,om-puri|seema-biswas|govind-namdeo|dalip-tahil,bhavin-wadia
1411,1411,besieged bread,movie,"in battle-ridden syria, a woman trying to smuggle bread into a blockaded area crosses paths with a soldier on the run.",2016,drama,sy,-1,lama-hakeim|gabriel-malki|ehab-shaaban,soudade-kaadan
1412,1412,the dream job,show,"many people harbour the hope of a 'dream job', one that pays well, offer great benefits, and with a boss who treats them like his own.",2016,drama|family,sg,7,hugo-ng|shaun-chen|jeanette-aw|rebecca-lim|ian-fang,
1413,1413,motu patlu aur khazaane ki race,movie,"motu and patlu rescue a dog from a group of evil men. they find out that the men were sent by mr chamko to steal a locket the dog is wearing, which is the key to a hidden treasure.",2015,animation|action|comedy,in,-1,,suhas-kadav
1414,1414,animal,movie,"a 7-year-old child struggles to endure a life marked by three contradicting forces: a domineering father, an ambitious mother and a flamboyant cook.",2016,,,-1,,nayla-al-khaja
1415,1415,ricardo o'farrill: abrazo navideño,movie,"whether it's rudolph's nose cancer or heated tree-decorating fights, he tackles christmas with edgy, biting humor.",2016,comedy,mx,6,ricardo-o'farrill|carlos-ballarta|sofía-niño-de-rivera|chumel-torres,raúl-campos|jan-suter
1416,1416,storybots super songs,show,"based on the award-winning educational apps, ""storybots super songs"" centers on the storybots, the curious little creatures who live in the world beneath our screens and help answer humans' biggest questions.",2016,animation|family,us,9,,
1417,1417,secret of success,show,an aspiring actor uses a magical book to transport himself inside the movies he had always dreamed of starring in -- but not without consequences.,2015,drama,my,-1,jack-tan|谢承伟|陈慧恬,
1418,1418,grandmother's farm part 2,movie,"after the mysterious events that occurred to 5 five friends on the farm (in part 1), they decided to go for a new adventure trip set off from abu dhabi to fujairah in an mood of funny situations, but they face more frightening events that turned their journey from joy and fun to fear and horror.",2015,comedy|horror|thriller,ae,6,,
1419,1419,dinosaur world,movie,"scientist khojwala finds it difficult to nurture a baby dinosaur. he, with the help of chotta bheem and his gang, decides to travel back in time to return the animal to its world.",2015,animation|comedy|drama,in,-1,,
1420,1420,tariqi: my way,show,"in the 1970s, dalila is suffering from oppression and injustice by her aristocratic mother because dalila is determined to be a famous singer. along the way she experiences two love stories that will show her who is on her side on the path to glory and fame. insists to be a famous singer.",2015,drama|music,us,7,,
1421,1421,mind game,show,"with the help of a cop, a psychiatrist and a woman who can foretell the future, a brilliant paralegal works to solve an array of perplexing mysteries.",2015,action|crime|drama,jp|us,7,,
1422,1422,you,show,"a dangerously charming, intensely obsessive young man goes to extreme measures to insert himself into the lives of those he is transfixed by.",2018,drama|romance|thriller|crime,us,8,penn-badgley|charlotte-ritchie|tilly-keeper|amy-leigh-hickman|ed-speleers|lukas-gage,
1423,1423,new amsterdam,show,"the new medical director breaks the rules to heal the system at america's oldest public hospital. max goodwin sets out to tear up the bureaucracy and provide exceptional care, but the doctors and staff are not so sure he can succeed. they've heard this before. not taking ""no"" for an answer, dr. goodwin's instinctive response to problems large and small is four simple words: ""how can i help?"" he has to disrupt the status quo and prove he'll stop at nothing to breathe new life into this underfunded and underappreciated hospital, returning it to the glory that put it on the map.",2018,drama,us,8,ryan-eggold|janet-montgomery|jocko-sims|tyler-labine|sandra-mae-frank,
1424,1424,ozark,show,"a financial adviser drags his family from chicago to the missouri ozarks, where he must launder $500 million in five years to appease a drug boss.",2017,crime|drama|thriller,us,8,jason-bateman|laura-linney|sofia-hublitz|skylar-gaertner|julia-garner|charlie-tahan,
1425,1425,dark,show,a missing child causes four families to help each other for answers. what they could not imagine is that this mystery would be connected to innumerable other secrets of the small town.,2017,drama|scifi|crime|thriller,de,9,louis-hofmann|karoline-eichhorn,
1426,1426,derry girls,show,"amidst the political conflict of northern ireland in the 1990s, five secondary school students square off with the universal challenges of being a teenager.",2018,comedy,gb,8,saoirse-monica-jackson|louisa-harland|nicola-coughlan|jamie-lee-o'donnell|dylan-llewellyn|tara-lynne-o'neill|tommy-tiernan|kathy-kiera-clarke|ian-mcelhinney|siobhán-mcsweeney|leah-o'rourke,
1427,1427,the sinner,show,"in a small new york town, a haunted detective hunts for answers about perplexing crimes while wrestling with his own demons.",2017,drama|crime|thriller,us,8,bill-pullman|frances-fisher|alice-kremelberg|neal-huff|cindy-cheung|ronin-wong|jessica-hecht|michael-mosley,
1428,1428,cobra kai,show,"this karate kid sequel series picks up 30 years after the events of the 1984 all valley karate tournament and finds johnny lawrence on the hunt for redemption by reopening the infamous cobra kai karate dojo. this reignites his old rivalry with the successful daniel larusso, who has been working to maintain the balance in his life without mentor mr. miyagi.",2018,action|drama|comedy|sport,us,8,ralph-macchio|william-zabka|courtney-henggeler|xolo-mariduena|tanner-buchanan|mary-mouser|jacob-bertrand|peyton-list|vanessa-rubio|thomas-ian-griffith|martin-kove|dallas-dupree-young,
1429,1429,mindhunter,show,an agent in the fbi's elite serial crime unit develops profiling techniques as he pursues notorious serial killers and rapists.,2017,drama|crime|thriller,us,9,jonathan-groff|holt-mccallany|anna-torv|stacey-roca,
1430,1430,babylon berlin,show,"beneath the decadence of 1929 berlin, lies an underworld city of sin. police investigator gareon rath has been transferred from cologne to the epicenter of political and social changes in the golden twenties.",2017,drama|crime|thriller|history|european,de,8,volker-bruch|liv-lisa-fries|leonie-benesch|lars-eidinger|mišel-matičević|fritzi-haberlandt|jördis-triebel|karl-markovics|christian-friedel|thomas-thieme|hanns-zischler,
1431,1431,manifest,show,"after landing from a turbulent but routine flight, the crew and passengers of montego air flight 828 discover five years have passed in what seemed like a few hours. as their new realities become clear, a deeper mystery unfolds and some of the returned passengers soon realize they may be meant for something greater than they ever thought possible.",2018,scifi|drama|thriller,us,7,melissa-roxburgh|josh-dallas|ty-doran|matt-long|holly-taylor|parveen-kaur|daryl-edwards|j.r.-ramirez|luna-blaise,
1432,1432,all american,show,"when a rising high school football player from south central l.a. is recruited to play for beverly hills high, the wins, losses and struggles of two families from vastly different worlds - compton and beverly hills - begin to collide. inspired by the life of pro football player spencer paysinger.",2018,drama|sport,us,8,daniel-ezra|samantha-logan|michael-evans-behling|greta-onieogou|bre-z|cody-christian|monet-mazur|karimah-westbrook|jalyn-hall,
1433,1433,altered carbon,show,"after 250 years on ice, a prisoner returns to life in a new body with one chance to win his freedom: by solving a mind-bending murder.",2018,scifi|drama|thriller|action,us,8,anthony-mackie|renée-elise-goldsberry|chris-conner|lela-loren|simone-missick|torben-liebrecht|dina-shihabi,
1434,1434,the haunting of hill house,show,"the crains, a fractured family, confront haunting memories of their old home and the terrifying events that drove them from it.",2018,drama|horror|thriller,us,9,michiel-huisman|elizabeth-reaser|kate-siegel|oliver-jackson-cohen|victoria-pedretti|timothy-hutton|carla-gugino|henry-thomas|lulu-wilson|paxton-singleton|mckenna-grace|julian-hilliard|violet-mcgraw,
1435,1435,bodyguard,show,a troubled war veteran is assigned to protect a controversial politician who may be the target of a terror plot.,2018,crime|war|drama|thriller|european,gb,8,richard-madden|keeley-hawes|sophie-rundle|gina-mckee|pippa-haywood|stuart-bowman|paul-ready|ash-tandon|nina-toussaint-white|vincent-franklin,
1436,1436,lost in space,show,"after crash-landing on an alien planet, the robinson family fights against all odds to survive and escape. but they're surrounded by hidden dangers.",2018,scifi|action|drama|thriller|family,us,7,molly-parker|toby-stephens|maxwell-jenkins|taylor-russell|mina-sundwall|ignacio-serricchio|parker-posey,
1437,1437,money heist,show,an unusual group of robbers attempt to carry out the most perfect robbery in spanish history - stealing 2.4 billion euros from the royal mint of spain.,2017,drama|thriller|action|crime|european,es,8,álvaro-morte|pedro-alonso|úrsula-corberó|itziar-ituño|jaime-lorente|miguel-herrán|esther-acebo|najwa-nimri|rodrigo-de-la-serna|darko-peric|hovik-keuchkerian|luka-peroš|belén-cuesta|enrique-arce|fernando-cayo,
1438,1438,call me by your name,movie,"elio, a teenager, develops feelings for oliver, his father's temporary assistant. although their relationship is temporary, elio realises his sexual orientation and tries to come to terms with it.",2017,drama|romance|european,fr|it|br|us,8,timothée-chalamet|armie-hammer|michael-stuhlbarg|amira-casar|esther-garrel|victoire-du-bois|vanda-capriolo|antonio-rimoldi|elena-bucci|marco-sgrosso|andré-aciman|peter-spears|andrew-duncan-hinojosa,luca-guadagnino
1439,1439,godless,show,"a ruthless outlaw terrorizes the west in search of a former member of his gang, who’s found a new life in a quiet town populated only by women.",2017,western|drama|action,us,8,jack-o'connell|michelle-dockery|scoot-mcnairy|merritt-wever|thomas-brodie-sangster|tantoo-cardinal|kim-coates|sam-waterston|jeff-daniels|samantha-soule|kayli-carter|audrey-moore|jessica-sula|samuel-marty|tess-frazer|christiane-seidel|adam-david-thompson|keith-jardine|rio-alexander|justin-welborn|luke-robertson|joe-pingue|russell-dennis-lewis|matthew-dennis-lewis|travis-hammer|marie-wagenman|jeremy-bobb,
1440,1440,it,movie,"in a small town in maine, seven children known as the losers club come face to face with life problems, bullies and a monster that takes the shape of a clown called pennywise.",2017,horror|fantasy|thriller,us,7,jaeden-martell|jeremy-ray-taylor|sophia-lillis|finn-wolfhard|chosen-jacobs|jack-dylan-grazer|wyatt-oleff|bill-skarsgård|nicholas-hamilton|jake-sim|logan-thompson|owen-teague|jackson-robert-scott|stephen-bogaert|stuart-hughes|geoffrey-pounsett|pip-dwyer|molly-atkinson|steven-williams|elizabeth-saunders|megan-charpentier|joe-bostick|ari-cohen|anthony-ulc|javier-botet|katie-lunman|carter-musselman|tatum-lee|edie-inksetter|martha-gibson|kasie-rayner|isabelle-nélisse|jocelyn-mattka|don-tripe|liz-gordon|paige-rosamond|neil-crone|sonia-gascón|janet-porter|memo-díaz-capt.|chantal-vachon|roberto-campanella|cyndy-day|david-katzenberg|bobby-leigh|aimee-lenihan|kylie-lenihan|kate-moyer|sherry-nelson|jimmy-star|kelly-van-der-burg,andy-muschietti
1441,1441,maniac,show,"two strangers are drawn to a mysterious pharmaceutical trial that will, they're assured, with no complications or side-effects whatsoever, solve all of their problems, permanently. things do not go as planned.",2018,comedy|drama|scifi,us,8,emma-stone|jonah-hill|sonoya-mizuno|justin-theroux|sally-field,
