,id,title,type,description,release_year,genres,production_countries,imdb_score,actors,directors
6012,6012,konda polam,movie,kondapolam tells the story of nallamala forest-based shepherds who are responsible for protecting their sheep from the dangerous attacks of the predators and the red sanders of the region.,2021,action|drama|thriller|crime|romance,in,6,panja-vaisshnav-tej|rakul-preet-singh|nassar|kota-srinivasa-rao|sai-chand|ravi-prakash|annapoorna|mahesh-vitta|racha-ravi|hema|chatrapathi-sekhar|madhumani,radha-krishna-jagarlamudi
6013,6013,ashman,movie,a kuwaiti superhero who fights the forces of evil with the help of his scientist friend.,2021,comedy|fantasy|scifi,,4,bashar-al-jazzaf|lulowa-al-mulla|faisal-al-amiri,abbas-yousefi
6014,6014,al maht,movie,"based on the successful social series, “al maht” revolves around a struggling high school graduate in choosing his destiny.",2021,animation,kw,8,sayood|mariam-ali|sara-rabeea|abdulazeem-albloushi,sayood
6015,6015,chhota bheem neeli pahaadi,movie,"the kids are excited, as they have all planned a trip to the neeli pahadi right on the borders of dholakpur. the neeli pahadi has always been an uneasy reality of dholakpur with rumours of ghostly inhabitants and a mysterious past which goes back right to the days when the kingdom of dholakpur was established.",2021,animation,,9,chhota-bheem|chutki|jaggu|dholu,
6016,6016,emicida amarelo live in sao paulo,movie,"to the beat of his avant-garde and eclectic rhythms, brazilian rapper emicida performs hits from his album amarelo at the são paulo municipal theater.",2021,music|documentation,br,8,emicida,fred-ouro-preto
6017,6017,three widows against the world,movie,"midah, rohayu and ani, 3 widows from a kampung deep in a plantation, are all diehard fans of aiman zalini. when the singer’s last concert is announced, the three ladies try and do everything they can to raise the money. but they fail. never one to give up, they resort to trying their hand at the most outlandish thing possible (spurred on by the overnight financial success of one local loafer) – creating an additive-free/all natural/non-tobacco vape juice business!  their vape formula (concocted with the help of a simpleton lab assistant) is an accidental success and they make enough for the concert ticket prices! however, unbeknownst to them – their viral and all-natural vape juice has turned many a drug addicts sober and this is causing a demand issue for the drug cartel bosses. this in turn starts a zany and hilarious chain of events that will change their lives forever.",2022,comedy|crime|drama,my,6,khatijah-tan|normah-damanhuri|raja-azura|norman-hakim,hyrul-anuar
6018,6018,hq barbers,show,"when a family run barber shop in the heart of lagos is threatened by real estate developers, they'll do whatever it takes to stay in business.",2021,comedy,ng,-1,,
6019,6019,lusala,movie,"lusala, adopted by an affluent nairobi family a decade ago is imposed on to leave home and start on his own. eager and willing at first, he makes the most of his life, until the demons from his past return, and he faces them on his own.",2022,drama,ke|de,7,brian-ogola|stycie-waweru|alan-oyugi|alyce-wangari|mkamzee-chao-mwatela|gitura-kamau|abu-majid|shawn-karuga-igamba|peter-kawa|charlie-karumi|papi-odeq|zara-waiyego-macharia|edijoe-mwaniki|victoria-gichora,mugambi-nthiga
6020,6020,chhota bheem and the shinobi secret,movie,"prof. dhoomketu is trying to build a new machine based on how a volcano works. dholu and bholu mess around which gives kalia a new 'smoking' hairdo. as bheem and chutki try to restore the machine, indumati arrives in with bheem's samurai friend sam. jack relates that his entire clan in iga, japan is under threat from an unseen enemy. the youngsters of his village are disappearing at an alarming rate and efforts to trace them are coming to naught. further, their king has been threatened by the cruel emperor hidoi shin. the samurai of sam's village are loyal to the king and lead his army but the disappearance of the good fighters has now put them at a disadvantage. sam's grandfather talks about the lurking of a secret shadow but time is running out. bheem and gang travel to japan with jack to save his clan and solve the shinobi secret.",2021,animation,in,8,,
6021,6021,jolly roger,movie,"one fateful night, an encounter at a police checkpoint manned by two drunk officers sets off a chain of events that turns brume and najite's blissful lives upside down and leads them on a journey of greed, deception and murder.",2022,thriller|drama,ng,-1,daniel-etim-effiong|deyemi-okanlawon|toni-tones|frank-donga|tina-mba|toyin-oshinaike|kunle-oshodi-glover,walter-taylaur
6022,6022,chhota bheem master of shaolin,movie,"bheem and his friends accompany ming, a monk, to the shaolin temple to fight against a dangerous kaifu who wants to take control of the shaolin temple.",2021,animation,,6,,
6023,6023,spilt gravy on rice,movie,"the story revolves around the central character of bapak, an ageing, polygamous, british-educated, malay, muslim, retired journalist, patriarch, who realises he doesn't have much time left on earth and so invites his five children to have dinner with him to discuss some unresolved family matters with them, including who will inherit his house, their childhood home, an old decaying mansion, set in an acre of lush garden in the centre of the rapidly developing capital city of malaysia, kuala lumpur.",2022,comedy,my,8,,
6024,6024,30 march,movie,"ali, the fugitive from a murder he does not even know whether he committed it or not, sets out to uncover truth with the help of his friend, the lawyer and his neighbor. over time, he finds himself embroiled in cases much more dangerous than he imagined, making him on the verge of insanity or murder.",2021,crime|drama|thriller,,4,,
6025,6025,social man,movie,"two competitive social media influencers go head-to-head to snatch the ""social man"" of the year title and are willing to break all the rules to win.",2021,comedy|drama,,-1,,
6026,6026,dhamaka,movie,"swamy and anand who look exactly the same, come from different backgrounds. under dicey circumstances pranavi, a young and pretty girl falls in love with both of them. how will swamy and anand solve their problems?",2022,comedy|thriller|action,in,7,,
6027,6027,the ingenuity of the househusband,show,"web series of shorts starring kenjiro tsuda, the voice actor of the way of the househusband (2021), as himself who is a retired gangster who spends his time as a househusband.",2021,comedy,,7,,
6028,6028,kuthiraivaal,movie,"an alcoholic bank employee freud (38) from chennai has to solve a strange mystery: why did he wake up one morning with a horse's tail? to figure out the mystery behind the horse's tail, he embarks on a journey through his dreams, illusions and memories encountering several peculiar characters. a transient woman van gogh takes us to a time when dawn broke over trees and mountains, not houses of stone. meanwhile, there is a brutal murder, with the identity of the victim and perpetrator a riddle.",2022,drama,in,6,,
6029,6029,devdas brothers,movie,"after their first heartbreaks, four jilted young men plan drastic ways to get back at the women who left them - and are in for a sobering lesson.",2021,drama,in,3,,
6032,6032,becoming abi,show,a driven young creative in lagos lands her dream job at a leading advertising agency and navigates the corporate ladder in hopes of making it big.,2022,comedy,,8,,
6033,6033,a stand worthy of men,movie,"a comedy about a group of friends as they get reunited to help one of their own find his way out of major trouble. as the situation gets more complicated, they are forced to take a trip to a coastal town.",2021,drama|comedy,,7,,
6034,6034,bling empire - the afterparty,movie,"the stars of ""bling empire"" discuss the show's success and play bling-themed games, then comic joel kim booster makes his case for joining the cast.",2021,,us,-1,,
6035,6035,chhota bheem and the broken amulet,movie,"chhota bheem and the broken amulet is an indian animated movie featuring bheem, the star of the chhota bheem series.",2021,animation,in,8,,
6036,6036,c/o kaadhal,movie,a heart warming film that explores the concept of romance with episodes involving four sets of people of different age group.,2021,drama,in,8,,
6037,6037,story time book: read-along,show,"kids can read along with illustrated books that come to life through animation, music and narration. exciting adventures, fuzzy animal friends and more.",2022,animation,,9,,
6038,6038,mom is pregnant,movie,unmarried sons are shocked with the pregnancy of their sixty-year-old mother and want to stop this nightmare.,2021,comedy,,6,,
6039,6039,bahasha,movie,"bahasha is the story of kitasa, an elected public official who betrays his family, friends and community when he takes an easy bribe. he learns the hard way and must now find the road to redemption.",2021,drama,tz,7,,
6040,6040,lockwood & co,show,"a tiny startup, run by two teenage boys and a newly arrived, supremely psychically gifted girl, a renegade trio destined to unravel a mystery that will change the course of history.",2023,horror|thriller|action|drama|fantasy|scifi,gb,7,ruby-stokes|cameron-chapman|ali-hadji-heshmati,
6041,6041,murdaugh murders: a southern scandal,show,shocking tragedies shatter a tight-knit south carolina community and expose the horrifying secrets of its most powerful family.,2023,crime|documentation,us,7,,julia-willoughby-nason|jenner-furst
6042,6042,your place or mine,movie,"when best friends and total opposites debbie and peter swap homes for a week, they get a peek into each other's lives that could open the door to love.",2023,romance|comedy,us,6,reese-witherspoon|ashton-kutcher|jesse-williams|zoë-chao|steve-zahn|tig-notaro|wesley-kimmel|griffin-matthews|rachel-bloom|shiri-appleby|vella-lovell|mystic-inscho|lavinia-postolache|duncan-calladine|ted-griffin|jasmine-richard-brooks|gloria-calderon-kellett|tom-yi|julia-westcott-hutton|ianthe-marini|anna-benuzzi|kelly-lester|mark-roman|ken-heang|christopher-v.-nelson|tanner-swagger|carl-salonen|britney-young,aline-brosh-mckenna
6043,6043,full swing,show,"follows behind the scenes of what it takes to compete and win at the highest levels in men's professional golf, following the pga players through their wins and losses.",2023,documentation|sport,us,8,,
6044,6044,kaleidoscope,show,"a master thief and his crew attempt an epic and elaborate heist worth $7 billion dollars — but betrayal, greed and other threats undermine their plans.",2023,crime|drama|action|thriller,us,7,giancarlo-esposito|paz-vega|rufus-sewell|tati-gabrielle|peter-mark-kendall|rosaline-elbay|jai-courtney|niousha-noor,
6045,6045,that '90s show,show,"hello, wisconsin! it's 1995 and leia forman, daughter of eric and donna, is visiting her grandparents for the summer where she bonds with a new generation of point place kids under the watchful eye of kitty and the stern glare of red. sex, drugs and rock 'n roll never dies, it just changes clothes.",2023,comedy|drama|romance,us,6,kurtwood-smith|debra-jo-rupp|callie-haverda|ashley-aufderheide|mace-coronel|reyn-doi|sam-morelos|maxwell-acee-donovan,
6046,6046,you people,movie,"follows a new couple and their families, who find themselves examining modern love and family dynamics amidst clashing cultures, societal expectations and generational differences.",2023,romance|comedy,us,6,jonah-hill|lauren-london|eddie-murphy|julia-louis-dreyfus|sam-jay|nia-long|travis-bennett|david-duchovny|molly-gordon|deon-cole|andrea-savage|elliott-gould|rhea-perlman|mike-epps|la-la-anthony|yung-miami|khadijah-haqq-mccray|bryan-greenberg|jordan-firstman|andrew-schulz|matt-walsh|emily-arlook|hal-linden|winnie-holzman|richard-benjamin|doug-hall|anthony-anderson|malik-s.|ian-sargent-phillips|ahmad-dugas|nelson-franklin|rob-huebel|murray-gray|felipe-esparza|kym-whitley|doris-hancox|romy-reiner|marla-garlin|marcus-mullins|kash-abdulmalik|emily-g.-miller|reese-levine|alana-jackson|amy-bernstein|chayim-frenkel|dj-drama|kenya-barris|robert-diago-doqui|chinyere-dobson|pason,kenya-barris
6047,6047,physical: 100,show,"in this fierce fitness competition, one hundred contestants in top physical shape compete to claim the honor of best body.",2023,reality,kr,8,yoshihiro-akiyama|yun-sung-bin,
6048,6048,the law according to lidia poët,show,"in late 19th-century turin, the young lidia poët, fights against everything and everyone to get what is rightfully hers: to be enrolled in the official register of lawyers. a profession, at the time, reserved exclusively for men. nevertheless, nothing could stop her dream of becoming the first female lawyer in italy.",2023,war|drama|crime|history,it,8,matilda-de-angelis|sara-lazzaro|nicolo-pasetti|dario-aita|mia-mcgovern-zaini|eduardo-scarpetta|pier-luigi-pasino,letizia-lamartire|matteo-rovere
6049,6049,triptych,show,"after learning she was separated at birth from her two identical sisters, rebecca embarks on a perilous journey to uncover the truth about her origins.",2023,thriller|drama,mx,6,maite-perroni|david-chocarro|flavio-medina|nuria-bages|ofelia-medina|ana-layevska|hector-kotsifakis|ángel-zermen|vicky-araico,
6050,6050,mh370: the plane that disappeared,show,"in 2014, a plane with 239 people aboard vanishes from all radar. this docuseries delves into one of our greatest modern mysteries: flight mh370.",2023,documentation,gb,-1,,
6051,6051,make my day,show,on an icy mining planet (aka a prison world) mysterious disappearances point to deadly secrets hidden within the mines.,2023,drama|scifi|animation,jp,5,masaomi-yamahashi|ayahi-takagaki|kazuhiro-yamaji|akio-otsuka|tomoko-shiota|atsuko-tanaka|yohei-tadano|mitsuru-shiraishi|kousuke-goto|yumiko-matsuura,
6052,6052,the strays,movie,a black woman's meticulously crafted life of privilege starts to unravel when two strangers show up in her quaint suburban town.,2023,thriller|drama,gb,5,ashley-madekwe|justin-salinger|jorden-myrie|bukky-bakray|samuel-paul-small|maria-almeida|caroline-martin|michael-warburton|george-greenland|alfredo-tavares|ruby-lethbridge|vanessa-bailey|jordan-bailey|izzy-billingham,nathaniel-martello-white
6053,6053,a girl and an astronaut,show,an astronaut's return after a 30-year disappearance rekindles a lost love and sparks interest from a corporation determined to learn why he hasn't aged.,2023,scifi|drama|romance,pl,5,vanessa-aleksander|magdalena-boczarska|magdalena-cielecka|anna-cieślak|andrzej-chyra|grzegorz-damięcki|jędrzej-hycnar|jakub-sasak|dariusz-szylman,bartosz-prokopowicz
6054,6054,perfect match,show,"the most famously single stars of netflix’s unscripted series are brought to a tropical paradise in an attempt to find love. as they compete to form relationships, the most compatible couples will play matchmaker, breaking up other couples and sending them on dates with brand-new singles they’ll invite to the villa. will they create better matches, or will they create chaos? in this over-the-top journey of strategy and dating hosted by nick lachey, only one couple will be crowned the perfect match.",2023,reality|romance,us,6,nick-lachey|vanessa-lachey,
6055,6055,chris rock: selective outrage,movie,chris rock makes comedy history as he performs stand-up in real time for netflix’s first global live-streaming event.,2023,comedy|documentation|reality,us,7,chris-rock,joel-gallen
6056,6056,madoff: the monster of wall street,show,"this docuseries follows the rise and fall of financier bernie madoff, who orchestrated one of the biggest ponzi schemes in wall street history.",2023,crime|documentation,us,7,joseph-scotto|diana-b.-henriques,
6057,6057,the snow girl,show,"during the cavalcade of the magi parade, the martín family's daughter amaya disappears. journalist miren takes on the case, determined to find her.",2023,thriller|crime|drama,es,7,milena-smit|jose-coronado|aixa-villagrán|tristán-ulloa|loreto-mauleón|raúl-prieto|marco-cáceres|cecilia-freire|julián-villagrán|mario-del-cubo,
6058,6058,monique olivier: accessory to evil,show,"from 1987 to 2003, michel fourniret cemented his legacy as france’s most infamous murderer. but his wife was an enigma: was she a pawn or a participant?",2023,documentation|crime,fr,7,,
6059,6059,luther: the fallen sun,movie,"a gruesome serial killer is terrorizing london while brilliant but disgraced detective john luther sits behind bars. haunted by his failure to capture the cyber psychopath who now taunts him, luther decides to break out of prison to finish the job by any means necessary.",2023,drama|thriller|crime,us|gb,7,idris-elba|dermot-crowley|cynthia-erivo|andy-serkis|jess-liaudin|einar-kuusk|thomas-coombes|hattie-morahan|lauryn-ajufo|vincent-regan|natasha-patel|alexander-anderson|amy-trigg|carl-spencer|edward-hogg|ross-waiton|dan-li,jamie-payne
6060,6060,"pamela, a love story",movie,"in her own words, through personal video and diaries, pamela anderson shares the story of her rise to fame, rocky romances and infamous sex tape scandal.",2023,documentation,us,7,pamela-anderson|carol-anderson|barry-anderson|brandon-thomas-lee|dylan-jagger-lee|dan-hayhurst|tony-curtis|david-hasselhoff|michael-berk|douglas-schwartz|kelly-slater|david-hogan|edward-l.-masry|ruby-wax|jimmy-kimmel|julian-assange|vivienne-westwood|david-letterman,ryan-white
6061,6061,break point,show,follows men's and women's pro tennis players throughout four grand slam tournaments.,2023,documentation|sport,us,7,,
6062,6062,junji ito maniac: japanese tales of the macabre,show,"from the mind of horror manga maestro junji ito comes a spine-tingling selection of some of his most bizarre, disturbing and terrifying tales.",2023,animation|drama|horror,jp,6,,
6063,6063,jung_e,movie,"on an uninhabitable 22nd-century earth, the outcome of a civil war hinges on cloning the brain of an elite soldier to create a robot mercenary.",2023,action|scifi|drama,kr,5,kang-soo-youn|kim-hyun-joo|ryu-kyung-soo|uhm-ji-won|lee-dong-hee|han-woo-yeol|lee-ga-kyung|shin-min-jae|kim-sun-hyuk|lee-hyun-kyun|park-so-yi|lee-seung-chan|kim-tae-joon|do-yong-gu|hong-seok-bin|jun-jung-il|son-young-soon|cha-young-ju|cha-hee|park-so-eul,yeon-sang-ho
6064,6064,copenhagen cowboy,show,"a young heroine, miu, who travels through copenhagen's criminal netherworld.",2023,drama|thriller|crime,dk,7,angela-bundalovic|andreas-lykke-jørgensen|lili-zhang,
6065,6065,true spirit,movie,"when the tenacious young sailor jessica watson sets out to be the youngest person to sail solo, nonstop and unassisted around the world, many expect her to fail. with the support of her sailing coach and mentor ben bryant and her parents, jessica is determined to accomplish what was thought to be impossible, navigating some of the world’s most challenging stretches of ocean over the course of 210 days.",2023,drama|family|action|sport,au|us,7,teagan-croft|cliff-curtis|alyla-browne|josh-lawson|anna-paquin|bridget-webb|vivien-turner|stacy-clausen|freya-callaghan|chris-hillier|todd-lasance|josephine-flynn|nikhil-singh|alice-tate|ling-cooper-tang|shanyn-asmar|liam-wallace|molly-belle-wright|tomoka-tsuyuki|joey-vieira|justin-gerardin|allie-anderson|elliott-ng|pauline-davies|joy-mirembe|aarush-amith|stefany-baumann|charlotte-marquis|olivia-marquis|frances-mcgrady|moses-mcgrady|bowie-ottersbach-spillane|charlie-rose-lasance|eric-williams|james-mcgrady|luke-o'neill|jessica-watson,sarah-spillane
6066,6066,cheat,show,"equal parts brains and blagging, this quiz show expects and encourages contestants to cheat their way to a cash prize. the one rule? don't get caught.",2023,reality,gb,5,danny-dyer|ellie-taylor,
6067,6067,community squad,show,the members of a diverse vigilante group formed to boost the police's image are put in jeopardy when they stumble upon an unexpected drug deal.,2023,comedy|crime,ar,8,santiago-korovsky|daniel-hendler|pilar-gamboa|martín-garabal|charo-lópez|hernán-cuevas|renato-condori-sangalli|marcelo-subiotto|carlos-belloso|agustín-rittano|sergio-prina|fabián-arenillas|gabriela-izcovich|camila-peralta|alan-sabbagh|iair-said|jonatan-nugnes,
6068,6068,the lying life of adults,show,"a girl in search of her true reflection in a divided naples: the naples of the heights, which assumes a mask of refinement, and the naples of the depths, a place of excess and vulgarity.",2023,drama,it,6,giordana-marengo|valeria-golino|alessandro-preziosi|pina-turco|azzurra-mennella|rossella-gamba,
6069,6069,crash course in romance,show,a mother with a heart of gold navigates the cutthroat world of private education when her daughter tries to join a celebrity math instructor's class.,2023,drama|comedy|romance,kr,8,jeon-do-yeon|jung-kyung-ho|lee-bong-ryeon|oh-eui-sik|shin-jae-ha|roh-yoon-seo|jang-young-nam|kim-sun-young|hwang-bo-ra|heo-jung-do|lee-chae-min|kang-na-eon|ryu-da-in|lee-min-jae|kim-tae-jung|ji-il-joo,yu-je-won
6070,6070,outlast,show,"in the extreme alaskan wild, 16 survivalists compete for a chance to win a massive cash prize — but these lone wolves must be part of a team to win.",2023,reality,us,-1,,
6071,6071,shahmaran,show,"in this fantasy drama series, a lonely young woman finds her soul mate and discovers they are both part of an ancient legend.",2023,scifi|action|drama|fantasy|romance|thriller,tr,5,serenay-sarıkaya|burak-deniz|mustafa-uğurlu|mahir-günşiray|ebru-özkan|mert-ramazan-demir|hakan-karahan|elif-nur-kerkük|mehmet-bilge-aslan|berfu-halisdemir|nilay-erdönmez|nil-sude-albayrak|ayşe-lebriz-berkem|ece-ertez|beran-soysal|almina-günaydın|mert-dogan,umur-turagay
6072,6072,gunther's millions,show,a dog with a trust fund isn't the strangest part of this story. gunther's eccentric handler also lived a luxe life — with a cult-like entourage.,2023,documentation,us,6,,
6073,6073,unlocked,movie,a woman’s life is turned upside-down when a dangerous man gets a hold of her lost cell phone and uses it to track her every move.,2023,thriller|crime|drama,kr,6,chun-woo-hee|yim-si-wan|kim-hee-won|park-ho-san|kim-ye-won|jeon-jin-oh|oh-hyun-kyung|ryu-sung-hyun|jeon-ik-ryoung|kim-joo-ryoung|lee-jeong-eun|kim-sun-hwa|kim-min-ju|lee-yong-nyeo|kil-hae-yeon|choi-chan-ho|baek-do-kyeom|park-so-eul,kim-tae-joon
6074,6074,the makanai: cooking for the maiko house,show,"two inseparable friends move to kyoto to chase their dreams of becoming maiko, but decide to pursue different passions while living under the same roof.",2023,comedy|drama,jp,8,nana-mori|natsuki-deguchi|aju-makita|keiko-matsuzaka|ai-hashimoto|mayu-matsuoka|takako-tokiwa|kairi-jo|momoko-fukuchi|kotoko-wakayanagi|kotona-minami|lily-franky|yukiya-kitamura|toshinori-omi|kanji-furutachi|keiko-toda|kayoko-shiraishi|arata-iura|ryota-suzuki|chinatsu-izumi|koki-maeda|win-morisaki|kazuya-takahashi|kenta-maeno|bando-yajuro|koki-mitani,takuma-sato|megumi-tsuno|hiroshi-okuyama|hirokazu-kore-eda
6075,6075,freeridge,show,"a group of friends may or may not have unleashed a deadly curse, starting a new adventure.",2023,drama|romance|comedy,us,6,ciara-riley-wilson|tenzing-norgay-trainor|keyla-monterroso-mejia|peggy-blow-|michael-solomon,
6076,6076,in love all over again,show,"year 2003, irene a young film student who is preparing a short film. to star in it, she meets julio, with whom she quickly falls in love. but time and life take them down other paths, extending to the present.",2023,drama|romance|comedy,es,6,georgina-amorós|franco-masini|albert-salazar|carlos-gonzález|blanca-martínez|roser-vilajosana|kyle-scudder,mateo-gil
6077,6077,the hatchet wielding hitchhiker,movie,this shocking documentary chronicles a happy-go-lucky nomad's ascent to viral stardom and the steep downward spiral that resulted in his imprisonment.,2023,crime|documentation,us,6,,colette-camden
6078,6078,love at first kiss,movie,"the story of javier who, at the age of 16, while kissing a girl for the first time, realized that he had a gift of romantic clairvoyance. javier can see the future... and he finally knows who the love of his life is.",2023,comedy|romance,es,6,álvaro-cervantes|silvia-alonso|gorka-otxoa|susana-abaitua|pilar-castro,alauda-ruiz-de-azua
6079,6079,lady voyeur,show,"a talented, voyeuristic hacker finds herself thrust into a dangerous investigation after her sex worker neighbor leaves for a weekend trip.",2023,drama|thriller,br,5,débora-nascimento|emanuelle-araújo|ângelo-rodrigues|nikolas-antunes,
6080,6080,my dad the bounty hunter,show,an intergalactic bounty hunter takes dad duty to new extremes when his two kids accidentally hitch a ride with him to outer space and crash his mission.,2023,action|comedy|family|fantasy|scifi|animation,us,7,laz-alonso|priah-ferguson|jecobi-swain|yvette-nicole-brown|jim-rash|rob-riggle|everett-downing-jr.|maddie-taylor|jamie-chung|kari-wahlgren,
6081,6081,bill russell: legend,show,winningest nba champion and civil rights icon bill russell builds a larger-than-life legacy on and off the court in this 2-part biographical documentary.,2023,documentation|sport,us,8,corey-stoll|bill-russell|stephen-curry|larry-bird|kareem-abdul-jabbar|kenny-smith|bill-bradley|shaquille-o'neal|chris-paul,sam-pollard
6082,6082,jim jefferies: high n' dry,movie,"no topic is off limits for jim jefferies as he muses on stoned koalas, his dad’s vasectomy confusion and choosing between his hair and his sex drive.",2023,comedy|documentation,us,7,jim-jefferies,scott-zabielski
6083,6083,too hot to handle germany,show,"ten gorgeous singles meet in a tropical paradise. little do they know that to win the eur200,000 prize, they'll have to completely give up sex.",2023,reality|romance,de,4,desiree-burch,
6084,6084,dog gone,movie,based on the true story of a father and son who repair their fractured relationship during a forced hike of the appalachian trail to find their beloved lost dog.,2023,drama|family,us,6,johnny-berchtold|rob-lowe|kimberly-williams-paisley|nick-peine|savannah-bruffey|brian-brightman|holly-morris|caroline-skye,stephen-herek
6085,6085,faraway,movie,"zeynep altin (naomi krauss) is at the end of her tether. she’s over-worked and pushed around by her husband, daughter and aging father. her mother’s death and her funeral, which nearly ends in total disaster, is the last straw for zeynep – she leaves munich and escapes to an island in croatia. in the house her mother bought secretly years ago, and gifted to her in her will, she hopes to find peace, freedom and herself. if only the former owner, josip, an islander through and through, wasn’t still living on the same property…",2023,romance|comedy|drama,de,6,naomi-krauss|goran-bogdan|adnan-maral|bahar-balci|artjom-gilz|davor-tomic,vanessa-jopp
6086,6086,trial by fire,show,"difficult yet resilient journey of two parents - neelam and shekhar krishnamoorthy, trying to seek justice over the last two decades.",2023,crime|drama|history|thriller,in,8,abhay-deol|rajshri-deshpande|ashish-vidhyarthi|shilpa-shukla|rajesh-tailang|shardul-bhardwaj|ratna-pathak|anupam-kher|sarika-singh,randeep-jha|prashant-nair
6087,6087,infiesto,movie,"two detectives are called to a small mining town in the asturian mountains where a young woman who had been left for dead for months has suddenly appeared, leaving the detectives to question what dark forces are at work.",2023,drama|thriller|crime,es,6,isak-férriz|iria-del-río|josé-manuel-poga|antonio-buíl|juan-fernández|luis-zahera|isabel-naveira|sandra-escacena,patxi-amezcua
6088,6088,in the name of god: a holy betrayal,show,this docuseries examining the chilling true stories of four korean leaders claiming to be prophets exposes the dark side of unquestioning belief.,2023,crime|documentation,kr,7,,
6089,6089,pressure cooker,show,"living under one roof, eleven chefs use culinary skills and strategic plays in a tense cooking contest where they vote on who among them will win $100,000.",2023,reality,us,6,,
6090,6090,tonight you're sleeping with me,movie,"stuck in a passionless marriage, a journalist must choose between her distant but loving husband and a younger ex-boyfriend who has reentered her life",2023,drama|romance,pl,4,roma-gąsiorowska|maciej-musiał|wojciech-zieliński|magdalena-groszek|jadwiga-zurawska|ewa-wencel|jacek-koman|małgorzata-mikołajczak|karolina-porcari|marta-król|wiktoria-krazek|filip-lipiecki|magdalena-karel|anita-jancia|gamou-fall|ewa-orzechowska|klaudia-bełcik|jan-zieliński|ireneusz-mosio,robert-wichrowski
6091,6091,the exchange,show,"set in kuwait in 1988, two women making their way in the boys club of the kuwait stock exchange, on the eve of saddam hussein's invasion of the country.",2023,drama,kw,7,rawan-mahdi|hussien-almahdi|faisal-al-omairi|zahra-al-kharji,karim-el-shenawy|jassim-al-muhanna
6092,6092,the devil to pay,movie,"after the disappearance of her husband, a struggling farmer in an isolated appalachian community fights to save her son when the cold-hearted matriarch of the oldest family on the mountain demands payment of a debt that could destroy a decade's old truce.",2023,thriller|drama,us,6,danielle-deadwyler|catherine-dyer|jayson-warner-smith|parisa-johnston|adam-boyer|allison-maier|charles-black|brad-carter|michael-henry-harris|ezra-haslam|luce-rains,lane-skye|ruckus-skye
6093,6093,shanty town,show,a group of courtesans attempts to escape the grasp of a notorious kingpin – but political corruption and blood ties make freedom a near-impossible goal.,2023,drama|crime|thriller|action,us,5,chidi-mokeme,
6094,6094,represent,show,an idealistic educator is inadvertently thrust into the french presidential race.,2023,comedy,fr,6,jean-pascal-zadi|benoît-poelvoorde|eric-judor|fadily-camara|marina-foïs|fary|panayotis-pascot|pierre-emmanuel-barré|souad-arsane|jean-claude-muaka|saabo-balde,
6095,6095,waltair veerayya,movie,"a notorious smuggler waltair veerayya is hired by a ci seethapathi, reaches malaysia with the ostensible mission of kidnapping a drug mafia leader named solomon, who escaped india after wreaking havoc on the raw agents and local policemen. veerayya manages to pummel solomon, who is fiercely protected by his ruthless gang-lord brother kaala. tables are turned, when veerayya reveals that he shares a turbulent past with kaala & an acp vikram sagar who is hell-bent on ending his smuggling activities.",2023,drama|action,in,6,chiranjeevi|shruti-haasan|ravi-teja|catherine-tresa|bobby-simha|prakash-raj|rajendra-prasad|vennela-kishore|saptagiri|pradeep-ram-singh-rawat|srinivasa-reddy|mukhtar-khan|sathyaraj|shakalaka-shankar|urvashi-rautela|bvs-ravi|kalpalatha|mime-gopi|nassar|praveen|vincent-asokan|chammak-chandra|rajendran|manobala|jhansi|bharani-shankar,bobby-kolli
6096,6096,thunivu,movie,"a gang goes to rob a bank only to find that there's already a criminal mastermind holding it for ransom, but his identities and motives behind the heist remains mysterious. as they plan to collect the bounty and disappear without a trace, their crimes and their past slowly catches up with them.",2023,thriller|crime|comedy|action,in,6,ajith-kumar|manju-warrier|samuthirakani|john-kokken|veera-bahu|prem|ajay|g.-m.-sundar|bagavathi-perumal|mahanadhi-sankar|nayana-sai|tiger-thangadurai|darshan|sijoy-varghese|mamathi-chari|mohana-sundaram|balasaravanan|chirag-jani|a.-l.-azhagappan|kumar-natarajan|birla-bose|ciby-bhuvana-chandran|pavani-reddy|rituraj-singh|dhileban|nalinikanth,h.-vinoth
6097,6097,the romantics,show,the cultural legacy of iconic indian filmmaker yash chopra who is regarded as the father of romance in indian cinema.,2023,documentation,in,8,amitabh-bachchan|shah-rukh-khan|aditya-chopra|yash-chopra|uday-chopra|rani-mukerji|abhishek-bachchan|karan-johar|ranveer-singh|kajol|rishi-kapoor|neetu-singh|tanul-thakur|anupama-chopra|hrithik-roshan|aamir-khan|salman-khan|madhuri-dixit|juhi-chawla|ranbir-kapoor|anushka-sharma|ayushmann-khurrana|bhumi-pednekar|arjun-kapoor|katrina-kaif|manish-malhotra|sooraj-barjatya|vaibhavi-merchant|saif-ali-khan|john-abraham|maneesh-sharma|anil-kapoor|mahen-vakil|anupam-kher|salim-khan|namrata-rao|lilly-singh|vijay-krishna-acharya,smriti-mundhra
6098,6098,african queens: njinga,show,expert interviews and other documentary content with premium scripted docudrama about different queens.,2023,history|documentation,us,6,,
